,object_id,gid,density,,duplicated_source,dec_error,ra,dec,phot_bp_mean_mag_error,phot_rp_mean_mag,lum_val,b,phot_g_mean_mag,ra_error,pmra_error,radial_velocity_error,phot_bp_mean_mag,phot_rp_mean_flux,pmra,l,source_id,phot_g_mean_flux,teff_val,e_bp_min_rp_val,bp_rp,pmdec_error,radial_velocity,radius_val,pmdec,phot_g_mean_flux_error,parallax,phot_bp_mean_flux_error,phot_bp_mean_flux,phot_rp_mean_mag_error,phot_rp_mean_flux_error,a_g_val,phot_g_mean_mag_error,parallax_error,plx
8781,8781,3,38.83604,12271,0,0.0682,81.87321463297,11.36398639252,0.0179,15.1713,0.055999999999999994,-12.864584186860002,16.4032,0.0815,0.14800000000000002,,17.9987,6858.528467146327,1.8559999999999999,192.80456379387002,3339321782557730560,5176.949593398271,3930.78,,2.8273,0.115,,0.51,-2.1390000000000002,16.044742698540357,2.5308,14.402816388507464,873.1400729041341,0.0077,48.87119587373277,,0.0034,0.0846,2.5308
8891,8891,3,38.214127,12418,0,0.0356,82.82240386410999,11.24901873513,0.0111,12.4016,1.105,-12.1297588882,13.408,0.039,0.07200000000000001,,14.428,87931.81933604371,0.9309999999999999,193.40144279062,3340576978159752832,81685.62702693812,3705.0,1.3783,2.0264,0.059000000000000004,,2.55,-1.069,205.33302265100556,2.4381,240.08299314816128,23407.93500717227,0.0072,586.599968165721,2.61,0.0027,0.0511,2.4381
8699,8699,3,37.976955,12149,0,0.0571,83.31765988095,10.46467780462,0.1979,14.5918,0.14800000000000002,-12.11794538578,15.7043,0.068,0.142,,16.8812,11696.72004496371,0.9690000000000001,194.34533033573,3338222618823510016,9854.28147669399,3722.67,,2.2895,0.102,,0.93,-1.815,467.5470328867477,2.2974,445.4974881416506,2443.820708230409,0.1405,1513.1277435812954,,0.0515,0.0808,2.2974
8662,8662,3,37.9311,12104,0,0.0327,83.52065835167,9.95104253855,0.0163,14.2077,0.196,-12.20980410046,15.2908,0.0382,0.07400000000000001,,16.3653,16660.103710363717,0.266,194.90122326871997,3338000994215337472,14422.44207142781,3657.0,,2.1576,0.057999999999999996,,1.1,-2.136,43.01021126636629,2.4761,59.14105995612317,3930.4672550205987,0.0086,132.24439944958945,,0.0032,0.041,2.4761
8578,8578,3,37.863167,12018,0,0.068,83.70740199879,9.037934225710002,0.0211,14.9728,0.106,-12.517010718239998,16.1341,0.0716,0.139,,17.4824,8234.42367192501,1.6280000000000001,195.80148564856003,3337871561079346944,6632.8537100289595,3608.95,,2.5096,0.11699999999999999,,0.83,-2.2319999999999998,8.147246648107549,2.3246,27.32817035471858,1404.6779322627228,0.0044,33.14482181309512,,0.0013,0.0925,2.3246
8959,8959,3,37.795063,12503,0,0.0486,83.08127780721999,12.40674459473,0.0381,14.5049,0.132,-11.312087458210002,15.6368,0.0567,0.10800000000000001,,16.803,12671.338364299429,1.7819999999999998,192.52529580689,3340984042275960576,10486.285759015156,3669.64,,2.2982,0.084,,0.9,-2.325,46.772603647643216,2.5549,92.22448488264828,2626.2642066228345,0.0126,147.04077597519446,,0.0048,0.0648,2.5549
8903,8903,3,37.739723,12433,0,0.0508,82.60518860548001,11.35470574189,0.009,14.6468,0.157,-12.25699569006,15.7819,0.0569,0.115,,17.0805,11118.047836079402,1.743,193.19593128718003,3340623707405120512,9174.899885381888,3374.0,,2.4337,0.086,,1.16,-2.2430000000000003,10.674770772773199,2.4617,16.781883138360392,2034.0314633620392,0.0053,53.866130890292155,,0.0013,0.0689,2.4617
8686,8686,3,37.699463,12135,0,0.0374,82.76103514792,9.79122730214,0.0117,14.0455,0.18,-12.93418373714,15.08,0.0394,0.078,,16.0534,19344.917305719307,0.499,194.64841411244998,3338170426381339648,17511.9978956193,4121.8,,2.0079,0.06,,0.83,-1.8730000000000002,48.90189618088942,2.4409,56.263185446771494,5238.511567030879,0.0171,305.4513285430122,,0.003,0.0497,2.4409
8916,8916,3,37.40656,12451,0,0.0615,83.27806668931,11.77938912035,0.0289,14.6607,0.109,-11.47311875746,15.8914,0.0685,0.128,,17.3171,10977.472098361122,0.998,193.17421853728,3340757336723645440,8294.173952677573,3702.0,,2.6565,0.099,,0.8,-1.5390000000000001,20.756591585113398,2.4808,43.54543358990942,1635.7278878095867,0.0077,77.41745568370362,,0.0027,0.0868,2.4808
8856,8856,3,36.834118,12364,0,0.0418,83.2631598254,10.935545263139998,0.0165,13.6329,0.35700000000000004,-11.92151126842,14.7438,0.0452,0.087,,15.9779,28289.573091186874,1.3090000000000002,193.90438837351002,3339802376514613632,23868.943965197865,3620.67,,2.345,0.07,,1.52,-1.482,71.75672447623113,2.3886,85.57132443088746,5615.758888266247,0.0082,214.2969492178651,,0.0033,0.0563,2.3886
8846,8846,3,36.230278,12353,0,0.0538,83.92674909198001,10.943323422899999,0.0944,14.3393,0.192,-11.358634642230001,15.4764,0.0638,0.122,,16.7091,14758.345414301632,2.01,194.23949263283,3339767054703698432,12156.394794400025,3535.67,,2.3698,0.09,,1.17,-1.73,281.17862420021413,2.4004,248.94571964262695,2863.664136882138,0.0638,866.601777240166,,0.0251,0.0662,2.4004
8335,8335,3,35.881657,11650,0,0.0654,83.86709640565,8.92282903223,0.0104,14.9955,,-12.43957154579,16.2729,0.072,0.149,,17.9773,8064.102586039038,1.479,195.98508013848,3334863675224354304,5837.058116025534,4462.47,,2.9818,0.11900000000000001,,,-2.39,6.777746387288463,2.5862,8.568842076486032,890.4740215140007,0.0023,17.068813991894427,,0.0013,0.0809,2.5862
8575,8575,3,35.64273,12015,0,0.0568,82.8933894537,9.26398145635,0.0181,14.8241,0.067,-13.092822839719998,16.0984,0.0666,0.139,,17.6456,9443.494828758898,0.62,195.18158782439,3337855862975859328,6854.367413057329,4038.51,,2.8216,0.106,,0.53,-2.52,8.304683924405625,2.5697,20.097566699363046,1208.6466779656412,0.009,78.51539953369074,,0.0013,0.0715,2.5697
8818,8818,3,35.42265,12314,0,0.0374,84.03916108314999,10.0237336138,0.0008,9.6232,12.2,-11.733634170280002,10.0632,0.0409,0.078,11.61,10.328,1136251.3059222065,1.157,195.10388603892,3339491386522810752,1778547.80223956,5973.33,,0.7048,0.064,31.36,3.26,-1.58,1399.2982242907678,2.3876,715.8224361527189,1021760.6273875452,0.0021,2205.918335346829,,0.0009,0.0412,2.3876
8792,8792,3,34.865147,12285,0,0.0393,81.39035086675,11.646914821400001,0.009,13.6375,0.34700000000000003,-13.119026923989999,14.6923,0.0438,0.08199999999999999,,15.782,28169.73504483532,1.723,192.30264665068,3339403185073311488,25027.851864421707,3627.0,,2.1446,0.066,,1.49,-1.835,47.82431441669174,2.4777,55.518842794876974,6725.819518205244,0.0063,162.4550393786774,,0.0021,0.0515,2.4777
8854,8854,3,34.797737,12361,0,0.0588,83.13368784606999,10.73832353724,0.0872,14.6027,0.146,-12.13213944802,15.7175,0.0657,0.135,,16.863,11579.868167268116,1.131,194.01016352158,3339789835210157184,9735.256856186425,3586.5,,2.2603,0.096,,0.99,-1.8769999999999998,142.83986752977106,2.4163,199.60250781704383,2485.212911853094,0.0332,354.6020061340651,,0.0159,0.0871,2.4163
8628,8628,3,34.795383,12070,0,0.04,83.13350351983,9.547701478610001,,,,-12.744049159460001,15.2244,0.048,0.08800000000000001,,,,1.287,195.05606364793,3337960935054016512,15331.276000705058,,,,0.068,,,-1.9380000000000002,201.8725594382634,2.5067,,,,,,0.0143,0.0563,2.5067
8446,8446,3,34.714752,11817,0,0.0452,85.80240170023,9.28381216418,0.0363,14.0856,0.22399999999999998,-10.60715053942,15.1776,0.0536,0.106,,16.3747,18644.23502111236,2.108,196.64979454198996,3336161549917961088,16007.05941585686,3511.0,,2.2891,0.084,,1.28,-2.574,100.93100763299812,2.5751,130.34905507832866,3896.551846701609,0.0163,279.61180302981757,,0.0068,0.0508,2.5751
8571,8571,3,34.013878,12008,0,0.0761,82.57612229282,8.99399081115,0.017,15.1273,,-13.500177756389999,16.445,0.0825,0.156,,18.2621,7142.378856661167,0.622,195.25483529499002,3337821400158723968,4981.148558711036,4066.98,0.728,3.1348,0.13,,,-2.551,6.413765309181389,2.577,10.700485465197533,685.0538250642088,0.0039,25.83165472202167,1.3597,0.0014,0.0972,2.577
8486,8486,3,33.918427,11868,0,0.0506,84.70132925841,9.39883372957,0.0049,11.0253,3.11,-11.48834162733,11.5423,0.047,0.102,7.36,11.9049,312358.8043497475,1.99,195.99172018291,3336395196138704128,455420.8272315632,5674.24,0.8313,0.8796,0.095,24.42,1.82,-2.242,674.6956801994562,2.4133,1085.0332313810247,239118.9183272665,0.0036,1026.8194565728172,1.668,0.0016,0.0727,2.4133
8669,8669,3,33.81691,12111,0,0.0519,83.77526876255,10.00550262754,0.0018,11.853,1.578,-11.96644301554,12.5024,0.0559,0.09699999999999999,,13.01,145732.4337918983,1.206,194.9844403953,3338005362197689472,188091.4439228456,4950.33,,1.157,0.076,,1.71,-2.3930000000000002,61.1897514175408,2.2924,145.0786685607533,86407.23291333923,0.0011,146.5749521138761,,0.0004,0.0719,2.2924
8834,8834,3,33.731476,12338,0,0.0736,83.59133503590999,10.5056730038,0.0234,15.4091,,-11.86596398229,16.6456,0.0777,0.15,,18.1761,5509.888362299593,1.942,194.45060182671003,3339721283235625344,4141.050329220539,4168.04,,2.767,0.125,,,-1.63,8.018589221405884,2.4285,15.97367094391019,741.5102928782718,0.0065,32.87876234502774,,0.0021,0.0964,2.4285
8705,8705,3,33.502335,12156,0,0.0527,82.71753562508,10.24636467218,0.0135,14.5601,0.11800000000000001,-12.73642818631,15.7383,0.0579,0.109,,17.1109,12042.923616806731,1.422,194.22568882448002,3338237938970284032,9550.766676905552,3681.0,,2.5508,0.087,,0.84,-1.993,15.507327768417163,2.5746,24.56399193008016,1977.825895129182,0.0053,59.06114681576162,,0.0018,0.0715,2.5746
8321,8321,3,33.193577,11631,0,0.0412,84.53977489393,8.96720757828,0.0073,13.2772,0.40700000000000003,-11.8439740521,14.232,0.0429,0.075,,15.1047,39255.70341891486,1.641,196.28987591436,3334829693441651456,38243.7899373783,3921.0,,1.8276,0.064,,1.38,-2.8080000000000003,73.54671935747558,2.5543,84.06000188343339,12550.718087809746,0.0044,157.9445828521807,,0.0021,0.0422,2.5543
8777,8777,3,33.088436,12267,0,0.0268,81.45126094964,11.274930911730001,0.0111,13.5041,0.364,-13.26367127737,14.4948,0.0297,0.055999999999999994,,15.4703,31849.924486266176,1.449,192.65994475152002,3339310516858973696,30022.424604645585,3819.0,,1.9662,0.045,,1.38,-2.004,51.97023201474077,2.4766,92.00388682876057,8962.516164158438,0.0036,104.83076324714227,,0.0019,0.0365,2.4766
8600,8600,3,33.00671,12040,0,0.0311,83.65748289283,9.53133754171,0.0266,13.7877,0.271,-12.308234074060001,14.7633,0.0297,0.057999999999999996,,15.6866,24529.092666780693,1.0270000000000001,195.34095809189,3337905714660911360,23442.80001367014,3887.0,,1.8989,0.049,,1.15,-1.526,75.57249178645358,2.4787,179.7463425432269,7343.7876543029615,0.0126,284.77475666918406,,0.0035,0.0426,2.4787
8315,8315,3,32.827183,11621,0,0.0316,84.39599559902,8.62918968079,0.0155,13.5998,0.318,-12.137203193789999,14.5831,0.0345,0.067,,15.5781,29165.17999823955,1.3840000000000001,196.51492625586997,3334782315659931904,27676.29900411162,3909.41,,1.9783,0.057,,1.23,-2.803,120.31036080120373,2.4664,115.64057101815607,8115.484663091759,0.0135,362.8321692550218,,0.0047,0.0391,2.4664
8969,8969,3,32.62792,12515,0,0.0329,83.19567066788,12.662417159630001,0.0678,13.4398,0.28800000000000003,-11.08371945135,14.5142,0.0399,0.081,,15.5865,33793.63286938143,1.129,192.36191724306,3341023826556592512,29490.408907847075,4109.32,,2.1466,0.065,,1.06,-0.64,522.8988665078808,2.5092,503.20995182754297,8053.211665229817,0.0545,1696.6894217309998,,0.0193,0.0403,2.5092
8702,8702,3,32.3989,12153,0,0.0463,82.70328287958,10.0893628668,0.0329,14.28,0.19699999999999998,-12.829417071930001,15.3068,0.0476,0.08900000000000001,,16.3073,15587.415236030236,0.228,194.356200567,3338227119949555456,14211.414069708924,3675.0,,2.0273,0.073,,1.1,-1.78,130.84191176130733,2.4339,125.77223315906477,4145.9644259568295,0.0304,435.847708635412,,0.01,0.0607,2.4339
8340,8340,3,32.31803,11656,0,0.0303,84.39923525815,9.01942238226,0.0054,12.0666,1.046,-11.937402485839998,12.8912,0.0318,0.062,3.3,13.6347,119708.19829408484,1.3230000000000002,196.17217098313998,3334880481432156672,131477.91440936175,4384.42,,1.5681,0.052000000000000005,20.62,1.77,-2.783,214.10468629448826,2.5875,242.62631730801385,48603.433798711056,0.0042,458.02665861659835,,0.0018,0.0381,2.5875
8422,8422,3,31.384918,11789,0,0.0566,86.1542608649,9.22219385435,0.0129,14.3343,,-10.33718866512,15.6277,0.0616,0.12300000000000001,,17.2954,14826.31557298235,2.889,196.88062265231002,3336110525706709120,10574.380981383196,4623.98,,2.9611,0.10300000000000001,,,-2.34,17.74670315641919,2.4834,19.876973351567628,1668.7861914290204,0.0041,55.55028390140507,,0.0018,0.0699,2.4834
8704,8704,3,31.13505,12155,0,0.0748,82.7341074925,10.24998325007,0.0081,11.5701,1.598,-12.72059150819,12.3407,0.0845,0.158,12.34,12.9958,189110.368400085,1.329,194.23113566741,3338237943266739328,218300.6109128817,4686.25,,1.4256,0.125,22.54,1.92,-1.6580000000000001,395.2185101285822,2.5451,654.1082082913334,87549.80722497741,0.0053,924.182505894254,,0.002,0.0993,2.5451
8935,8935,3,30.588007,12477,0,0.0262,82.55471518185,12.146044251,0.0381,12.5591,0.863,-11.887082765599999,13.5091,0.0318,0.06,,14.423,76052.63716215486,0.617,192.47876907148,3340892714091577856,74421.80376429553,3910.5,1.3388,1.8639,0.044000000000000004,,2.02,-0.226,681.7736368004361,2.455,826.0576176377155,23514.88634160225,0.0265,1854.2622248023638,2.5583,0.0099,0.0316,2.455
8309,8309,3,30.076622,11614,0,0.0611,83.73977497941,8.68327247067,0.0093,14.3572,0.138,-12.66951257948,15.4587,0.072,0.151,,16.6867,14517.046202597605,0.9490000000000001,196.13121205565,3334754037594764800,12355.13544083603,3782.71,,2.3295,0.125,,0.87,-2.563,15.331388106748388,2.6094,24.928695562048546,2923.3810801270643,0.0034,44.838264747530616,,0.0013,0.0554,2.6094
8707,8707,3,29.687517,12158,0,0.0459,82.60293702894,10.30885126143,0.0214,13.6002,0.256,-12.800739689230001,14.5519,0.0471,0.073,,15.4732,29154.429558210766,0.303,194.11112670354,3338251206125759616,28482.256624942187,4359.85,,1.8731,0.06,,0.89,-1.954,149.86332357017017,2.4502,175.9721703378043,8938.425679460332,0.0141,377.54240617993486,,0.0057,0.0697,2.4502
8498,8498,3,29.667133,11882,0,0.0597,85.37033952373,9.94144135307,0.0246,12.4479,0.5539999999999999,-10.645152083989998,13.5923,0.0649,0.136,,14.1403,84259.88369200514,1.841,195.85351393591,3336441341267353984,68935.32537398643,4443.82,,1.6924,0.106,,1.26,-2.545,419.8309918841732,2.5413,691.6497480462268,30509.306400266603,0.0318,2470.376803963137,,0.0066,0.0743,2.5413
8843,8843,3,29.343603,12347,0,0.0445,83.71387515281,10.69676556244,0.007,14.3721,0.21,-11.664561035,15.4511,0.0467,0.091,,16.6092,14320.04678578032,1.831,194.34612759929,3339734138074460160,12442.19966874347,3548.67,,2.2371,0.07400000000000001,,1.21,-1.9969999999999999,18.744729980332085,2.3096,20.33101201373756,3139.651469864027,0.0051,67.69290441600961,,0.0016,0.0566,2.3096
8420,8420,3,29.024084,11787,0,0.07,86.11211201895,9.178385002519999,0.0114,15.05,0.087,-10.39511000737,16.2566,0.0765,0.158,,17.7104,7669.3180972348255,2.92,196.89809635512,3336109902935129088,5925.0313390537185,3526.33,,2.6604,0.14400000000000002,,0.79,-2.291,5.2834448330167385,2.5037,11.98948853694015,1138.62995337696,0.0023,16.194171220532002,,0.001,0.0936,2.5037
8415,8415,3,28.601484,11782,0,0.0336,86.03025237858,9.11057428222,0.0217,12.7473,0.589,-10.498992467519999,13.6469,0.043,0.086,,14.4081,63950.82536505107,1.864,196.91680433076002,3336107772631258624,65549.28384934137,4252.97,,1.6608,0.061,,1.41,-2.695,251.28881161929687,2.5148,475.9584169597127,23839.39384928754,0.0098,577.1081659062346,,0.0042,0.0381,2.5148
8649,8649,3,28.20323,12091,0,0.0597,83.80223947598,9.922092293430001,0.0228,13.9938,0.265,-11.986185550410001,15.1449,0.0704,0.127,,16.4026,20288.94262007796,1.105,195.0716208234,3337990823733216000,16496.93602045958,3518.0,1.302,2.4088,0.1,,1.38,-1.44,56.11678774435818,2.398,79.81803648979142,3797.7894685289284,0.009,168.8313303003949,2.616,0.0037,0.0872,2.398
8720,8720,3,28.08477,12174,0,0.0673,82.99588724875,10.55385309553,0.0101,14.7296,0.086,-12.34328433065,15.9593,0.0833,0.166,,17.5321,10302.54211468786,0.4,194.10046566351002,3338284672510825344,7791.522340554269,3825.45,,2.8026,0.121,,0.67,-1.771,7.659114489868318,2.5973,12.463812127381356,1341.8756901450838,0.003,28.389211473197413,,0.0011,0.0878,2.5973
8770,8770,3,27.470093,12251,0,0.0387,82.10983857762,11.01246328799,0.0251,14.1015,0.214,-12.850047808629999,15.1473,0.0454,0.086,,16.2403,18371.957154866377,1.672,193.23638960496,3339120301347783296,16460.160460167157,3603.0,,2.1388,0.067,,1.19,-2.177,95.25372161479099,2.5801,101.86372203190176,4409.809334087716,0.0159,268.9684082919449,,0.0063,0.0533,2.5801
8714,8714,3,26.97765,12166,0,0.0192,82.65062914319999,10.5150557855,0.0227,12.2978,0.86,-12.654016379889999,13.0381,0.0223,0.040999999999999995,12.62,13.6456,96751.78274768422,0.21,193.95499859153,3338281610197395712,114846.2641764291,4733.83,,1.3479,0.036000000000000004,17.52,1.38,-1.4240000000000002,636.2893872029115,2.4982,1004.2050492800853,48116.85719754994,0.0163,1453.28974748302,,0.006,0.0241,2.4982
8802,8802,3,26.943945,12297,0,0.0538,84.56524881976,9.89862112527,0.0014,8.9948,,-11.351040841189999,8.986,0.0588,0.109,,8.9898,2026965.5610217624,0.858,195.48271087339,3339431561921073664,4796831.075382242,9694.25,0.1347,-0.005,0.091,,,-2.129,3057.2032493992792,2.2796,4651.781785390151,3504503.5214670775,0.0013,2417.8460692563995,0.2433,0.0007,0.0751,2.2796
8940,8940,3,26.719057,12482,0,0.0354,82.57099797216999,12.26138387872,0.0115,14.1515,0.22699999999999998,-11.813294089989999,15.2036,0.0414,0.08800000000000001,,16.3066,17545.6854969122,0.735,192.38674256958,3340896184424945920,15628.69409459461,3634.25,,2.1551,0.069,,1.2,-0.379,35.252279260306295,2.4138,43.83876538899339,4148.7725582132925,0.0038,62.18847634293044,,0.0024,0.0463,2.4138
8684,8684,3,26.614437,12133,0,0.0328,83.0276923894,9.89946729839,0.0069,11.6846,1.5490000000000002,-12.65318058252,12.299,0.0353,0.065,4.11,12.7679,170183.77599719894,1.646,194.69168106571,3338166986111279232,226849.02661575552,4900.44,0.5245,1.0832,0.053,27.3,1.73,-2.028,353.9714625412625,2.556,690.9958650887468,107996.21479912373,0.0052,816.8669822168677,1.011,0.0017,0.0409,2.556
8698,8698,3,26.074759,12148,0,0.0738,83.22925605659,10.35171158466,0.0295,15.155,,-12.25059154677,16.4507,0.0918,0.198,,17.8297,6962.3530824938525,0.248,194.39874979862,3338219732605537664,4955.218865851668,4560.98,,2.6746,0.163,,,-1.682,9.455708350082043,2.5539,27.688586594221224,1020.203064090878,0.0053,33.98241540292414,,0.0021,0.0968,2.5539
8965,8965,3,26.026255,12511,0,0.0208,82.93084933819999,12.506097376849999,0.0271,12.3605,0.795,-11.38577219064,13.1586,0.0236,0.044000000000000004,,13.8288,91324.43699180025,1.952,192.36077975639,3340999023121894912,102781.02950313453,4437.0,,1.4684,0.034,,1.51,-2.5469999999999997,676.5801896321183,2.5939,1013.714752025645,40646.9266869752,0.021,1769.9955632926535,,0.0071,0.0277,2.5939
8902,8902,3,25.824423,12432,0,0.0417,82.56875473209,11.35531511168,0.013,14.3487,0.18,-12.28719814883,15.4458,0.0468,0.09300000000000001,,16.6495,14631.134632942194,2.043,193.1764022496,3340623574261695744,12503.246942905847,3488.0,,2.3008,0.066,,1.16,-2.133,34.78901937691598,2.5642,36.17492298940617,3025.1969121551006,0.008,107.99963404918701,,0.003,0.0569,2.5642
8334,8334,3,25.681593,11649,0,0.0453,83.86098088538,8.9185835987,0.0025,9.1366,,-12.44693167843,9.1459,0.0507,0.10400000000000001,,9.164,1778806.2778485275,0.49,195.98568808111,3334863645160463616,4139974.233505038,9246.33,0.1567,0.0274,0.086,,,-2.178,2200.5866593589435,2.3132,6842.564357276425,2985124.84127537,0.0023,3761.047505164553,0.3312,0.0006,0.0543,2.3132
8650,8650,3,25.666594,12092,0,0.0347,83.80610453668,9.923686318160001,0.011,13.4142,0.387,-11.98209794286,14.4186,0.0406,0.07200000000000001,,15.4044,34600.49977822442,0.359,195.0722058213,3337990828028370944,32205.06680878605,3745.0,1.202,1.9902,0.057999999999999996,,1.48,-2.346,76.28151502202692,2.5509,96.26566034720496,9523.289246258702,0.0068,218.24186618976918,2.429,0.0026,0.0525,2.5509
8896,8896,3,25.599735,12423,0,0.0585,83.2888067353,11.381839000769999,0.0341,14.7833,0.102,-11.669675104260001,15.9899,0.0671,0.128,,17.3157,9804.600897318594,1.248,193.52711123211003,3340588802206564992,7575.3498452680615,3607.0,,2.5324,0.102,,0.82,-1.1540000000000001,55.61155750288722,2.5255,51.46303564303484,1637.798473033305,0.0207,186.63716233508092,,0.008,0.0658,2.5255
8893,8893,3,25.540184,12420,0,0.0273,83.37888103144,11.239553588839998,0.0049,13.6704,0.276,-11.66746267451,14.6045,0.032,0.059000000000000004,,15.5031,27326.775298347082,1.524,193.69810095788998,3340583545166601856,27136.15270392276,4266.67,,1.8327,0.047,,0.96,-1.597,31.692690667151343,2.3562,39.3449738424605,8695.804975765072,0.0035,87.71718831549543,,0.0013,0.0324,2.3562
8414,8414,3,25.156988,11781,0,0.051,86.19411435314001,9.18929920392,0.0202,14.5661,0.14300000000000002,-10.31951510158,15.7185,0.0554,0.11,,17.0292,11976.531425457893,3.075,196.92955441652,3336107227171825664,9726.152473611559,3574.33,,2.4631,0.09300000000000001,,0.99,-2.615,20.72580057069448,2.4527,39.60013671387353,2132.5200569313893,0.0055,60.44508722732407,,0.0023,0.0645,2.4527
5136,5136,4,1341.7407,7172,0,0.0308,83.37988598404999,-1.61155866109,0.0058,13.179,0.44,-18.02860044466,14.0376,0.0317,0.063,,14.8026,42971.61530740965,-0.036000000000000004,205.25866466518002,3217183946431502208,45739.91300220295,4398.46,,1.6236,0.054000000000000006,,1.14,-0.006,79.70971509227495,2.3456,88.48990704179441,16577.448948728033,0.0037,147.2142911711517,,0.0019,0.0342,2.3456
5067,5067,4,1256.7515,7100,0,0.0264,83.09429372906999,-2.01700821607,0.0203,13.0871,0.48,-18.47109918819,13.928,0.0294,0.048,,14.6674,46765.438244137586,0.16399999999999998,205.49426849613,3217135052523913856,50600.17547266856,4331.0,,1.5803,0.045,,1.23,-0.133,202.05723104844475,2.4004,351.61922956130525,18775.426998024628,0.0131,563.6772650568765,,0.0043,0.0352,2.4004
5175,5175,4,990.04095,7212,0,0.023,83.05653630917,-1.65271277241,0.0229,13.0751,0.48200000000000004,-18.33313445865,13.886,0.0274,0.05,,14.578,47287.34289478666,0.028999999999999998,205.13671935257,3217226518147076736,52593.58027806831,4432.12,,1.5029,0.046,,1.18,0.006,279.2372486272891,2.3858,430.28549001566506,20387.3463335522,0.0167,728.204382996041,,0.0058,0.0291,2.3858
5080,5080,4,908.15466,7113,0,0.0263,83.05772984741,-1.9914036046999999,0.0072,13.6215,0.294,-18.491347058520002,14.5205,0.026,0.049,,15.3601,28586.246515052964,0.142,205.45234588608002,3217146940993391232,29317.691491271333,4203.67,,1.7386,0.046,,1.02,0.011000000000000001,48.52589398647869,2.4108,66.06832842446957,9920.03112588222,0.0071,188.2083620089581,,0.0018,0.0324,2.4108
5084,5084,4,791.1614,7118,0,0.0231,83.01446076111,-1.9422565439500001,0.0104,12.987,0.48100000000000004,-18.50644487629,13.7904,0.0242,0.044000000000000004,,14.4997,51283.475206630086,0.14800000000000002,205.38517674878997,3217148040504758528,57438.36060544369,4552.75,,1.5127,0.04,,1.11,-0.182,128.15305421720046,2.4362,208.92504290127,21911.76990543713,0.009,422.8487313657793,,0.0024,0.0287,2.4362
5078,5078,4,771.7693,7111,0,0.0212,82.92237383438001,-2.0447365794,0.0103,12.5858,0.787,-18.635823440870002,13.3635,0.0219,0.04,,14.0124,74209.76934075395,0.145,205.43502808066003,3217145738402346752,85103.40008752525,4442.5,,1.4266,0.036000000000000004,,1.5,-0.09699999999999999,160.69154160518082,2.37,326.31964234561093,34324.64512139416,0.0065,445.6251324258017,,0.0021,0.0265,2.37
5081,5081,4,768.6979,7114,0,0.0462,83.06235849397,-1.9739911088799997,0.0425,14.5043,0.11800000000000001,-18.479087486170002,15.6093,0.0459,0.085,,16.7906,12677.697600087493,-0.146,205.43842552743,3217147044072601344,10755.225843300905,4131.34,,2.2863,0.079,,0.67,0.115,82.45525431884002,2.3512,103.93000520194694,2656.500288497821,0.0253,295.0120461749205,,0.0083,0.057,2.3512
5088,5088,4,756.8886,7122,0,0.0378,83.04204912591999,-1.86309651943,0.0036,14.0168,0.267,-18.44490637103,15.0323,0.0398,0.073,,16.0433,19863.997033091942,-0.057999999999999996,205.32516620917,3217151957514898688,18299.034245459152,3709.0,,2.0266,0.064,,1.25,-0.036000000000000004,14.876895347579744,2.3463,17.606321799403478,5287.273090811306,0.0052,95.04149363261719,,0.0009,0.0475,2.3463
5082,5082,4,722.67487,7115,0,0.0271,83.1070503234,-1.95312887059,0.0557,13.8193,0.27699999999999997,-18.429856098620004,14.7704,0.027,0.051,,15.6631,23825.25662194926,0.07200000000000001,205.44111699875,3217147490749190144,23291.46853532213,3915.33,1.0115,1.8438,0.048,,1.14,-0.24600000000000002,343.37007739742995,2.4205,385.0460443913807,7504.1127941946,0.0408,894.3724013032768,2.0,0.016,0.0327,2.4205
5111,5111,4,711.8715,7145,0,0.027,83.13982126335999,-1.8380461354400004,0.0059,13.2292,0.523,-18.346878742470004,14.1927,0.0292,0.057,,15.1445,41027.83957683125,0.013999999999999999,205.35027199089,3217172779516605184,39650.45242515551,3853.75,1.214,1.9153,0.048,,1.62,-0.35600000000000004,48.492388820502036,2.3464,65.34951241452953,12099.26813989275,0.0034,128.4760949651123,2.409,0.0013,0.031,2.3464
5138,5138,4,684.9377,7174,0,0.0728,83.41696291098,-1.58486338111,0.0268,15.2824,0.075,-17.98333578319,16.515,0.0726,0.147,,17.9193,6191.697620015293,-0.126,205.25223610489,3217184118230185472,4670.502544865728,3560.0,,2.6369,0.122,,0.72,-0.052000000000000005,18.3400518406346,2.3648,23.222407819522058,939.3765927101435,0.012,68.41340596262282,,0.0043,0.087,2.3648
5460,5460,4,660.163,7527,0,0.0334,83.44706600715,-1.34092563626,0.0128,14.1065,0.209,-17.84186889591,15.127,0.0352,0.067,,16.1731,18288.811553244028,0.021,205.04100350011,3217613889838082176,16770.464931936207,3953.35,,2.0666,0.057999999999999996,,0.98,-0.233,42.553595918459905,2.3316,55.15937069482828,4691.574193028113,0.0119,201.0545698480817,,0.0028,0.0432,2.3316
